,variable,value,sim_score,product_rec,item_id,item_id_rec
7245,724,"(0.4276438066397081, 301)",0.4276438066397081,301,24489730,25248696
8524,852,"(0.30060223383793155, 301)",0.30060223383793155,301,64762415,25248696
11552,1155,"(0.40129584569554494, 301)",0.40129584569554494,301,2566051,25248696
11602,1160,"(0.46624275154035366, 301)",0.46624275154035366,301,2546979,25248696
14270,1427,"(0.3597157226530501, 301)",0.3597157226530501,301,54818426,25248696
14491,1449,"(0.33684616403776885, 301)",0.33684616403776885,301,4707761,25248696
16793,1679,"(0.33473053890706417, 301)",0.33473053890706417,301,9130105,25248696
26875,2687,"(0.22985284914391504, 301)",0.22985284914391504,301,8997014,25248696
27370,2737,"(0.13113449968674626, 301)",0.13113449968674626,301,23805047,25248696
29373,2937,"(0.35446916334177786, 301)",0.35446916334177786,301,8428670,25248696
639,63,"(0.7600045856131925, 724)",0.7600045856131925,724,34520643,24489730
1033,103,"(0.5009935463166683, 724)",0.5009935463166683,724,4539349,24489730
3014,301,"(0.4276438066397081, 724)",0.4276438066397081,724,25248696,24489730
3514,351,"(0.33722027647257935, 724)",0.33722027647257935,724,50227423,24489730
3940,394,"(0.25559076721948043, 724)",0.25559076721948043,724,28736624,24489730
5982,598,"(0.47561657432887494, 724)",0.47561657432887494,724,40691443,24489730
11601,1160,"(0.4620139838394172, 724)",0.4620139838394172,724,2546979,24489730
640,64,"(0.2783499316563688, 785)",0.2783499316563688,785,56515332,54735304
6961,696,"(0.28568554902183474, 785)",0.28568554902183474,785,25171293,54735304
643,64,"(0.2937257383323335, 544)",0.2937257383323335,544,56515332,69238917
1366,136,"(0.4228321753463711, 544)",0.4228321753463711,544,35420153,69238917
2578,257,"(0.7269682551390818, 544)",0.7269682551390818,544,49658272,69238917
3071,307,"(0.3125870816646116, 544)",0.3125870816646116,544,9838905,69238917
3761,376,"(0.3385316135397469, 544)",0.3385316135397469,544,54889765,69238917
3852,385,"(0.4523386731124271, 544)",0.4523386731124271,544,58363324,69238917
5728,572,"(0.7269858170043657, 544)",0.7269858170043657,544,19772753,69238917
6795,679,"(0.3185412064242909, 544)",0.3185412064242909,544,22159161,69238917
7114,711,"(0.40690640548078355, 544)",0.40690640548078355,544,80850379,69238917
7966,796,"(0.38114620786675724, 544)",0.38114620786675724,544,14970347,69238917
8108,810,"(0.500516397493578, 544)",0.500516397493578,544,54894940,69238917
8382,838,"(0.45935451741094785, 544)",0.45935451741094785,544,23306883,69238917
8431,843,"(0.288382522884223, 544)",0.288382522884223,544,73127627,69238917
8706,870,"(0.49990422791253886, 544)",0.49990422791253886,544,43017581,69238917
649,64,"(0.5074784311978562, 796)",0.5074784311978562,796,56515332,14970347
6792,679,"(0.2747228601443164, 796)",0.2747228601443164,796,22159161,14970347
7111,711,"(0.40015022250696, 796)",0.40015022250696,796,80850379,14970347
7599,759,"(0.45560618799080216, 796)",0.45560618799080216,796,1995735,14970347
650,65,"(0.3329447791315389, 768)",0.3329447791315389,768,10860173,62266000
2237,223,"(0.4060662017665929, 768)",0.4060662017665929,768,50424465,62266000
2939,293,"(0.5370366370728965, 768)",0.5370366370728965,768,3040151,62266000
5840,584,"(0.380070090954672, 768)",0.380070090954672,768,13119283,62266000
6348,634,"(0.5473231890050055, 768)",0.5473231890050055,768,47452735,62266000
7890,789,"(0.3928931933410178, 768)",0.3928931933410178,768,22028042,62266000
8778,877,"(0.6410544588278398, 768)",0.6410544588278398,768,71655498,62266000
651,65,"(0.35396118895382883, 71)",0.35396118895382883,71,10860173,2927891
685,68,"(0.517805914461596, 71)",0.517805914461596,71,65074378,2927891
2212,221,"(0.3840372684271046, 71)",0.3840372684271046,71,3416201,2927891
3531,353,"(0.35522612664005043, 71)",0.35522612664005043,71,13781962,2927891
4051,405,"(0.2554966965499239, 71)",0.2554966965499239,71,24865067,2927891
5844,584,"(0.4452993041615156, 71)",0.4452993041615156,71,13119283,2927891
5959,595,"(0.947585018090114, 71)",0.947585018090114,71,13745119,2927891
6256,625,"(0.5899438470616526, 71)",0.5899438470616526,71,7614405,2927891
6343,634,"(0.42907882629633465, 71)",0.42907882629633465,71,47452735,2927891
6774,677,"(0.40406408155624257, 71)",0.40406408155624257,71,29950661,2927891
7681,768,"(0.3908913178929983, 71)",0.3908913178929983,71,62266000,2927891
7750,775,"(0.17299970754648278, 71)",0.17299970754648278,71,3424667,2927891
7771,777,"(0.345410091857537, 71)",0.345410091857537,71,14265753,2927891
7892,789,"(0.44456027344418914, 71)",0.44456027344418914,71,22028042,2927891
8774,877,"(0.509035973478208, 71)",0.509035973478208,71,71655498,2927891
9215,921,"(0.49992520378693717, 71)",0.49992520378693717,71,74853954,2927891
9491,949,"(0.40149221207723296, 71)",0.40149221207723296,71,28937832,2927891
9677,967,"(0.622566795712119, 71)",0.622566795712119,71,56515226,2927891
17281,1728,"(0.3376135074856113, 71)",0.3376135074856113,71,4755373,2927891
22336,2233,"(0.39964558760491875, 71)",0.39964558760491875,71,2585745,2927891
29595,2959,"(0.4234871841281851, 71)",0.4234871841281851,71,33573544,2927891
652,65,"(0.38803986875142876, 634)",0.38803986875142876,634,10860173,47452735
711,71,"(0.42907882629633465, 634)",0.42907882629633465,634,2927891,47452735
3532,353,"(0.3636294929475749, 634)",0.3636294929475749,634,13781962,47452735
4052,405,"(0.26336845337337605, 634)",0.26336845337337605,634,24865067,47452735
5842,584,"(0.3977541426922137, 634)",0.3977541426922137,634,13119283,47452735
5951,595,"(0.47028253751826554, 634)",0.47028253751826554,634,13745119,47452735
6770,677,"(0.37098361721178114, 634)",0.37098361721178114,634,29950661,47452735
7688,768,"(0.5473231890050055, 634)",0.5473231890050055,634,62266000,47452735
7772,777,"(0.3454701164596165, 634)",0.3454701164596165,634,14265753,47452735
7893,789,"(0.4616000149128885, 634)",0.4616000149128885,634,22028042,47452735
8779,877,"(0.797288373513323, 634)",0.797288373513323,634,71655498,47452735
9580,958,"(0.15253298749914315, 634)",0.15253298749914315,634,50500252,47452735
9674,967,"(0.5445002348985025, 634)",0.5445002348985025,634,56515226,47452735
17283,1728,"(0.3545613665045335, 634)",0.3545613665045335,634,4755373,47452735
653,65,"(0.3929809543750037, 877)",0.3929809543750037,877,10860173,71655498
715,71,"(0.509035973478208, 877)",0.509035973478208,877,2927891,71655498
3537,353,"(0.44275705861204545, 877)",0.44275705861204545,877,13781962,71655498
4057,405,"(0.31146510161698954, 877)",0.31146510161698954,877,24865067,71655498
5843,584,"(0.4385078147881674, 877)",0.4385078147881674,877,13119283,71655498
5956,595,"(0.5561751140389224, 877)",0.5561751140389224,877,13745119,71655498
6253,625,"(0.5330480801109847, 877)",0.5330480801109847,877,7614405,71655498
6349,634,"(0.797288373513323, 877)",0.797288373513323,877,47452735,71655498
6772,677,"(0.38489134355822224, 877)",0.38489134355822224,877,29950661,71655498
6823,682,"(0.26460893389422724, 877)",0.26460893389422724,877,66650870,71655498
7689,768,"(0.6410544588278398, 877)",0.6410544588278398,877,62266000,71655498
7777,777,"(0.4365661437526645, 877)",0.4365661437526645,877,14265753,71655498
7894,789,"(0.4702737231790225, 877)",0.4702737231790225,877,22028042,71655498
9676,967,"(0.6048684102187093, 877)",0.6048684102187093,877,56515226,71655498
17288,1728,"(0.42520634099129273, 877)",0.42520634099129273,877,4755373,71655498
22330,2233,"(0.2604583395878291, 877)",0.2604583395878291,877,2585745,71655498
29590,2959,"(0.29777732371697785, 877)",0.29777732371697785,877,33573544,71655498
654,65,"(0.4008103364549775, 595)",0.4008103364549775,595,10860173,13745119
686,68,"(0.5214314794853941, 595)",0.5214314794853941,595,65074378,13745119
719,71,"(0.947585018090114, 595)",0.947585018090114,595,2927891,13745119
2214,221,"(0.39076084578570747, 595)",0.39076084578570747,595,3416201,13745119
3534,353,"(0.3946500927198417, 595)",0.3946500927198417,595,13781962,13745119
4054,405,"(0.27820483205014196, 595)",0.27820483205014196,595,24865067,13745119
5846,584,"(0.49144219284810414, 595)",0.49144219284810414,595,13119283,13745119
6258,625,"(0.625094663803798, 595)",0.625094663803798,595,7614405,13745119
6345,634,"(0.47028253751826554, 595)",0.47028253751826554,595,47452735,13745119
6776,677,"(0.43205053248352937, 595)",0.43205053248352937,595,29950661,13745119
6820,682,"(0.2351748365057489, 595)",0.2351748365057489,595,66650870,13745119
7684,768,"(0.41406416567761145, 595)",0.41406416567761145,595,62266000,13745119
7751,775,"(0.17513396350977237, 595)",0.17513396350977237,595,3424667,13745119
7775,777,"(0.3811432616620957, 595)",0.3811432616620957,595,14265753,13745119
7895,789,"(0.49951645970739256, 595)",0.49951645970739256,595,22028042,13745119
8776,877,"(0.5561751140389224, 595)",0.5561751140389224,595,71655498,13745119
9217,921,"(0.5012385317120414, 595)",0.5012385317120414,595,74853954,13745119
9492,949,"(0.41293818596484455, 595)",0.41293818596484455,595,28937832,13745119
9678,967,"(0.6596348466417441, 595)",0.6596348466417441,595,56515226,13745119
17284,1728,"(0.36627706540753324, 595)",0.36627706540753324,595,4755373,13745119
22337,2233,"(0.41405572612454605, 595)",0.41405572612454605,595,2585745,13745119
29597,2959,"(0.43911021304607345, 595)",0.43911021304607345,595,33573544,13745119
655,65,"(0.4399408122065939, 677)",0.4399408122065939,677,10860173,29950661
681,68,"(0.3796433182757537, 677)",0.3796433182757537,677,65074378,29950661
5841,584,"(0.38756103942810366, 677)",0.38756103942810366,677,13119283,29950661
6251,625,"(0.5222145101713167, 677)",0.5222145101713167,677,7614405,29950661
6340,634,"(0.37098361721178114, 677)",0.37098361721178114,677,47452735,29950661
7891,789,"(0.4315681167806234, 677)",0.4315681167806234,677,22028042,29950661
9212,921,"(0.3654647081558118, 677)",0.3654647081558118,677,74853954,29950661
9671,967,"(0.5078026649094115, 677)",0.5078026649094115,677,56515226,29950661
656,65,"(0.47632125071526005, 584)",0.47632125071526005,584,10860173,13119283
713,71,"(0.4452993041615156, 584)",0.4452993041615156,584,2927891,13119283
5952,595,"(0.49144219284810414, 584)",0.49144219284810414,584,13745119,13119283
6254,625,"(0.5332064398172702, 584)",0.5332064398172702,584,7614405,13119283
6342,634,"(0.3977541426922137, 584)",0.3977541426922137,584,47452735,13119283
6773,677,"(0.38756103942810366, 584)",0.38756103942810366,584,29950661,13119283
7680,768,"(0.380070090954672, 584)",0.380070090954672,584,62266000,13119283
7899,789,"(0.7881150014766033, 584)",0.7881150014766033,584,22028042,13119283
8771,877,"(0.4385078147881674, 584)",0.4385078147881674,584,71655498,13119283
9673,967,"(0.5309104222956936, 584)",0.5309104222956936,584,56515226,13119283
657,65,"(0.5063326141178385, 967)",0.5063326141178385,967,10860173,56515226
688,68,"(0.526813981273063, 967)",0.526813981273063,967,65074378,56515226
718,71,"(0.622566795712119, 967)",0.622566795712119,967,2927891,56515226
2216,221,"(0.40508912938002467, 967)",0.40508912938002467,967,3416201,56515226
3536,353,"(0.42590239622533477, 967)",0.42590239622533477,967,13781962,56515226
4056,405,"(0.30163837110986974, 967)",0.30163837110986974,967,24865067,56515226
5847,584,"(0.5309104222956936, 967)",0.5309104222956936,967,13119283,56515226
5958,595,"(0.6596348466417441, 967)",0.6596348466417441,967,13745119,56515226
6259,625,"(0.8425128948158134, 967)",0.8425128948158134,967,7614405,56515226
6347,634,"(0.5445002348985025, 967)",0.5445002348985025,967,47452735,56515226
6778,677,"(0.5078026649094115, 967)",0.5078026649094115,967,29950661,56515226
6822,682,"(0.25101571301424375, 967)",0.25101571301424375,967,66650870,56515226
7686,768,"(0.4866057215862629, 967)",0.4866057215862629,967,62266000,56515226
7752,775,"(0.17937782642907316, 967)",0.17937782642907316,967,3424667,56515226
7776,777,"(0.41297691681715065, 967)",0.41297691681715065,967,14265753,56515226
7897,789,"(0.587389977045198, 967)",0.587389977045198,967,22028042,56515226
8777,877,"(0.6048684102187093, 967)",0.6048684102187093,967,71655498,56515226
9218,921,"(0.5032208449797929, 967)",0.5032208449797929,967,74853954,56515226
9493,949,"(0.4198861952015193, 967)",0.4198861952015193,967,28937832,56515226
17286,1728,"(0.39865901815482324, 967)",0.39865901815482324,967,4755373,56515226
22335,2233,"(0.38145151668526905, 967)",0.38145151668526905,967,2585745,56515226
29596,2959,"(0.43176717253977337, 967)",0.43176717253977337,967,33573544,56515226
658,65,"(0.5348387702671101, 789)",0.5348387702671101,789,10860173,22028042
712,71,"(0.44456027344418914, 789)",0.44456027344418914,789,2927891,22028042
5849,584,"(0.7881150014766033, 789)",0.7881150014766033,789,13119283,22028042
5953,595,"(0.49951645970739256, 789)",0.49951645970739256,789,13745119,22028042
6257,625,"(0.5990166257350619, 789)",0.5990166257350619,789,7614405,22028042
6344,634,"(0.4616000149128885, 789)",0.4616000149128885,789,47452735,22028042
6775,677,"(0.4315681167806234, 789)",0.4315681167806234,789,29950661,22028042
7682,768,"(0.3928931933410178, 789)",0.3928931933410178,789,62266000,22028042
7770,777,"(0.3066845940938797, 789)",0.3066845940938797,789,14265753,22028042
8773,877,"(0.4702737231790225, 789)",0.4702737231790225,789,71655498,22028042
9675,967,"(0.587389977045198, 789)",0.587389977045198,789,56515226,22028042
17280,1728,"(0.3286574192487758, 789)",0.3286574192487758,789,4755373,22028042
659,65,"(0.585669596422076, 625)",0.585669596422076,625,10860173,7614405
687,68,"(0.5235087021645244, 625)",0.5235087021645244,625,65074378,7614405
717,71,"(0.5899438470616526, 625)",0.5899438470616526,625,2927891,7614405
2213,221,"(0.38849622532301104, 625)",0.38849622532301104,625,3416201,7614405
3533,353,"(0.37210701877821734, 625)",0.37210701877821734,625,13781962,7614405
4053,405,"(0.2665583022169291, 625)",0.2665583022169291,625,24865067,7614405
5848,584,"(0.5332064398172702, 625)",0.5332064398172702,625,13119283,7614405
5957,595,"(0.625094663803798, 625)",0.625094663803798,625,13745119,7614405
6346,634,"(0.49873776218081184, 625)",0.49873776218081184,625,47452735,7614405
6779,677,"(0.5222145101713167, 625)",0.5222145101713167,625,29950661,7614405
6824,682,"(0.29018043969562735, 625)",0.29018043969562735,625,66650870,7614405
7685,768,"(0.4754935599347187, 625)",0.4754935599347187,625,62266000,7614405
7753,775,"(0.18949752331391723, 625)",0.18949752331391723,625,3424667,7614405
7773,777,"(0.35984531103887296, 625)",0.35984531103887296,625,14265753,7614405
7898,789,"(0.5990166257350619, 625)",0.5990166257350619,625,22028042,7614405
8775,877,"(0.5330480801109847, 625)",0.5330480801109847,625,71655498,7614405
9216,921,"(0.5003166225404274, 625)",0.5003166225404274,625,74853954,7614405
9494,949,"(0.42698069063297434, 625)",0.42698069063297434,625,28937832,7614405
9679,967,"(0.8425128948158134, 625)",0.8425128948158134,625,56515226,7614405
17285,1728,"(0.37378657744418603, 625)",0.37378657744418603,625,4755373,7614405
22333,2233,"(0.3614410004496024, 625)",0.3614410004496024,625,2585745,7614405
29594,2959,"(0.4153340538603401, 625)",0.4153340538603401,625,33573544,7614405
670,67,"(0.2736532935909201, 3692)",0.2736532935909201,3692,17019841,45268753
791,79,"(0.2933191240034946, 3692)",0.2933191240034946,3692,54385590,45268753
2418,241,"(0.25852565197863203, 3692)",0.25852565197863203,3692,4497817,45268753
3432,343,"(0.35356136750293377, 3692)",0.35356136750293377,3692,26359414,45268753
4266,426,"(0.27093679992532244, 3692)",0.27093679992532244,3692,50326792,45268753
5043,504,"(0.17577877588651986, 3692)",0.17577877588651986,3692,77692525,45268753
5301,530,"(0.32659396113146605, 3692)",0.32659396113146605,3692,74989061,45268753
5643,564,"(0.2843801441390497, 3692)",0.2843801441390497,3692,8378816,45268753
5795,579,"(0.25334786554341543, 3692)",0.25334786554341543,3692,356791,45268753
5921,592,"(0.271508708836115, 3692)",0.271508708836115,3692,104180,45268753
6050,605,"(0.2540280706788767, 3692)",0.2540280706788767,3692,418556,45268753
7105,710,"(0.3294684167453796, 3692)",0.3294684167453796,3692,556556,45268753
7486,748,"(0.20282853374238222, 3692)",0.20282853374238222,3692,35278834,45268753
7994,799,"(0.3122882553345123, 3692)",0.3122882553345123,3692,54350617,45268753
8822,882,"(0.2454262749758993, 3692)",0.2454262749758993,3692,73242961,45268753
8890,889,"(0.32728372057744565, 3692)",0.32728372057744565,3692,74860089,45268753
34384,3438,"(0.258638484501506, 3692)",0.258638484501506,3692,25487999,45268753
35950,3595,"(0.313776373505699, 3692)",0.313776373505699,3692,41597056,45268753
36558,3655,"(0.378144750911016, 3692)",0.378144750911016,3692,26627033,45268753
38375,3837,"(0.3536987927864021, 3692)",0.3536987927864021,3692,20422379,45268753
38742,3874,"(0.26677439502197325, 3692)",0.26677439502197325,3692,14198289,45268753
39945,3994,"(0.2872441850108317, 3692)",0.2872441850108317,3692,74978842,45268753
40050,4005,"(0.2764345335732654, 3692)",0.2764345335732654,3692,74910933,45268753
40430,4043,"(0.2545419938622445, 3692)",0.2545419938622445,3692,25433290,45268753
41334,4133,"(0.2845133530374433, 3692)",0.2845133530374433,3692,55892148,45268753
42218,4221,"(0.45341713684142093, 3692)",0.45341713684142093,3692,56406884,45268753
42547,4254,"(0.3892890321483568, 3692)",0.3892890321483568,3692,21430338,45268753
42816,4281,"(0.2954543906797621, 3692)",0.2954543906797621,3692,63572345,45268753
42929,4292,"(0.48344397714854725, 3692)",0.48344397714854725,3692,44329693,45268753
42942,4294,"(0.3231218217363395, 3692)",0.3231218217363395,3692,22406475,45268753
43584,4358,"(0.2900362191862873, 3692)",0.2900362191862873,3692,35533761,45268753
671,67,"(0.2756160586711178, 3544)",0.2756160586711178,3544,17019841,58629879
6534,653,"(0.25611908519367926, 3544)",0.25611908519367926,3544,8130816,58629879
9645,964,"(0.20360349531575636, 3544)",0.20360349531575636,3544,31522301,58629879
34173,3417,"(0.40833010136703424, 3544)",0.40833010136703424,3544,35580965,58629879
34431,3443,"(0.34097649666521207, 3544)",0.34097649666521207,3544,25935590,58629879
35583,3558,"(0.4308966082109068, 3544)",0.4308966082109068,3544,32850002,58629879
36099,3609,"(0.9099562901495803, 3544)",0.9099562901495803,3544,74317926,58629879
36534,3653,"(0.42050554684128555, 3544)",0.42050554684128555,3544,550106,58629879
36994,3699,"(0.6115907186597787, 3544)",0.6115907186597787,3544,19362591,58629879
37522,3752,"(0.4453484736113707, 3544)",0.4453484736113707,3544,470635,58629879
37695,3769,"(0.5109672314694296, 3544)",0.5109672314694296,3544,46607008,58629879
38351,3835,"(0.36836733481789286, 3544)",0.36836733481789286,3544,73811766,58629879
38775,3877,"(0.5641532344410326, 3544)",0.5641532344410326,3544,45125717,58629879
38896,3889,"(0.6247055105352756, 3544)",0.6247055105352756,3544,74348608,58629879
40511,4051,"(0.4332306647929152, 3544)",0.4332306647929152,3544,16563297,58629879
41404,4140,"(0.2086878493595575, 3544)",0.2086878493595575,3544,3151113,58629879
41556,4155,"(0.6267373092115155, 3544)",0.6267373092115155,3544,45125720,58629879
41884,4188,"(0.26050334173294887, 3544)",0.26050334173294887,3544,43369992,58629879
42210,4221,"(0.3051531131239142, 3544)",0.3051531131239142,3544,56406884,58629879
42317,4231,"(0.19574413384210532, 3544)",0.19574413384210532,3544,807381,58629879
42595,4259,"(0.5560308988449578, 3544)",0.5560308988449578,3544,46627072,58629879
43096,4309,"(0.195989476550314, 3544)",0.195989476550314,3544,47133485,58629879
43272,4327,"(0.37125067803325407, 3544)",0.37125067803325407,3544,894967,58629879
43340,4334,"(0.38029283504607264, 3544)",0.38029283504607264,3544,20357620,58629879
672,67,"(0.2758681435088867, 4039)",0.2758681435088867,4039,17019841,37000902
1582,158,"(0.2178653281475861, 4039)",0.2178653281475861,4039,35292559,37000902
2352,235,"(0.27941288602378006, 4039)",0.27941288602378006,4039,48091364,37000902
2415,241,"(0.25186537571279277, 4039)",0.25186537571279277,4039,4497817,37000902
2531,253,"(0.3241675980710405, 4039)",0.3241675980710405,4039,46755511,37000902
3898,389,"(0.2897645843538495, 4039)",0.2897645843538495,4039,59348238,37000902
4274,427,"(0.42722520990799107, 4039)",0.42722520990799107,4039,375565,37000902
4395,439,"(0.2301442176362654, 4039)",0.2301442176362654,4039,12480771,37000902
5041,504,"(0.1678331320134345, 4039)",0.1678331320134345,4039,77692525,37000902
5302,530,"(0.33531889181487134, 4039)",0.33531889181487134,4039,74989061,37000902
6527,652,"(0.40307422174937985, 4039)",0.40307422174937985,4039,376848,37000902
6627,662,"(0.354179841567423, 4039)",0.354179841567423,4039,68495024,37000902
7485,748,"(0.19541024455397327, 4039)",0.19541024455397327,4039,35278834,37000902
8820,882,"(0.2409594360346379, 4039)",0.2409594360346379,4039,73242961,37000902
8892,889,"(0.3332436063687276, 4039)",0.3332436063687276,4039,74860089,37000902
9529,952,"(0.6538648527328511, 4039)",0.6538648527328511,4039,64319112,37000902
9936,993,"(0.275042233885506, 4039)",0.275042233885506,4039,59471077,37000902
35579,3557,"(0.8122183215114286, 4039)",0.8122183215114286,4039,37000912,37000902
35740,3574,"(0.31514254215553833, 4039)",0.31514254215553833,4039,56748461,37000902
36555,3655,"(0.34244987322211634, 4039)",0.34244987322211634,4039,26627033,37000902
36927,3692,"(0.4343589122851647, 4039)",0.4343589122851647,4039,45268753,37000902
37434,3743,"(0.28005529303068544, 4039)",0.28005529303068544,4039,26299790,37000902
37575,3757,"(0.32583738611746416, 4039)",0.32583738611746416,4039,76105382,37000902
38103,3810,"(0.4149410753911423, 4039)",0.4149410753911423,4039,19561375,37000902
38287,3828,"(0.4988858125820929, 4039)",0.4988858125820929,4039,20475644,37000902
38921,3892,"(0.30244824293332956, 4039)",0.30244824293332956,4039,48900268,37000902
39045,3904,"(0.32349861671849717, 4039)",0.32349861671849717,4039,74741901,37000902
39175,3917,"(0.3970659364796158, 4039)",0.3970659364796158,4039,14445247,37000902
39211,3921,"(0.39066684035848925, 4039)",0.39066684035848925,4039,66903152,37000902
39246,3924,"(0.3226853222794055, 4039)",0.3226853222794055,4039,41156200,37000902
39646,3964,"(0.2924103097674396, 4039)",0.2924103097674396,4039,11626751,37000902
39765,3976,"(0.47835804839983476, 4039)",0.47835804839983476,4039,48490928,37000902
39864,3986,"(0.45904944834260564, 4039)",0.45904944834260564,4039,76514871,37000902
39986,3998,"(0.5016411960558875, 4039)",0.5016411960558875,4039,12041791,37000902
40098,4009,"(0.41028028087250384, 4039)",0.41028028087250384,4039,20624799,37000902
40230,4023,"(0.4458181994191385, 4039)",0.4458181994191385,4039,68432556,37000902
40288,4028,"(0.43931838261677236, 4039)",0.43931838261677236,4039,33307083,37000902
40429,4042,"(0.48777903639851034, 4039)",0.48777903639851034,4039,54440051,37000902
40722,4072,"(0.29404359577607075, 4039)",0.29404359577607075,4039,76184540,37000902
40861,4086,"(0.47834470382137995, 4039)",0.47834470382137995,4039,69752015,37000902
41012,4101,"(0.34017831129565457, 4039)",0.34017831129565457,4039,69459839,37000902
41060,4106,"(0.4205595641099654, 4039)",0.4205595641099654,4039,40347531,37000902
41079,4107,"(0.5023654826447549, 4039)",0.5023654826447549,4039,44809646,37000902
41112,4111,"(0.48606183603876485, 4039)",0.48606183603876485,4039,41791430,37000902
41219,4121,"(0.5296367614889514, 4039)",0.5296367614889514,4039,73125075,37000902
41225,4122,"(0.4991013732973026, 4039)",0.4991013732973026,4039,70781319,37000902
41382,4138,"(0.5265036113499779, 4039)",0.5265036113499779,4039,37822610,37000902
41701,4170,"(0.444982730657456, 4039)",0.444982730657456,4039,39720996,37000902
41756,4175,"(0.39564361355206934, 4039)",0.39564361355206934,4039,17616410,37000902
41775,4177,"(0.3292096250134578, 4039)",0.3292096250134578,4039,19991454,37000902
42538,4253,"(0.3376013124440705, 4039)",0.3376013124440705,4039,44241750,37000902
42602,4260,"(0.4442385296120651, 4039)",0.4442385296120651,4039,39165790,37000902
42633,4263,"(0.2424173822179041, 4039)",0.2424173822179041,4039,37946490,37000902
42683,4268,"(0.37082268423115533, 4039)",0.37082268423115533,4039,49124120,37000902
42820,4282,"(0.31381918354726035, 4039)",0.31381918354726035,4039,58162174,37000902
42902,4290,"(0.4388865416371596, 4039)",0.4388865416371596,4039,66897982,37000902
42925,4292,"(0.3756786845104831, 4039)",0.3756786845104831,4039,44329693,37000902
43145,4314,"(0.5155576184090735, 4039)",0.5155576184090735,4039,12370066,37000902
43286,4328,"(0.3522796369824447, 4039)",0.3522796369824447,4039,44938330,37000902
674,67,"(0.2857903245128252, 389)",0.2857903245128252,389,17019841,59348238
9939,993,"(0.42351528761143914, 389)",0.42351528761143914,389,59471077,59348238
675,67,"(0.2872649635182925, 3699)",0.2872649635182925,3699,17019841,19362591
2013,201,"(0.2258336443815033, 3699)",0.2258336443815033,3699,57659050,19362591
6516,651,"(0.321506387877643, 3699)",0.321506387877643,3699,14449573,19362591
6535,653,"(0.25651698603688194, 3699)",0.25651698603688194,3699,8130816,19362591
6731,673,"(0.34919839523694446, 3699)",0.34919839523694446,3699,71674971,19362591
8390,839,"(0.3314257096196269, 3699)",0.3314257096196269,3699,15226911,19362591
8651,865,"(0.2777478273499505, 3699)",0.2777478273499505,3699,51198977,19362591
9443,944,"(0.19417601235693566, 3699)",0.19417601235693566,3699,33786496,19362591
24580,2458,"(0.16599548201026879, 3699)",0.16599548201026879,3699,10696649,19362591
24794,2479,"(0.2861549839052007, 3699)",0.2861549839052007,3699,10732310,19362591
27073,2707,"(0.18966689778532447, 3699)",0.18966689778532447,3699,689063,19362591
34054,3405,"(0.26175382104698974, 3699)",0.26175382104698974,3699,55596971,19362591
34176,3417,"(0.4161751922952344, 3699)",0.4161751922952344,3699,35580965,19362591
34487,3448,"(0.3420829808210032, 3699)",0.3420829808210032,3699,28414681,19362591
34576,3457,"(0.1857304582387835, 3699)",0.1857304582387835,3699,12138568,19362591
34734,3473,"(0.31464894574276037, 3699)",0.31464894574276037,3699,17946135,19362591
35446,3544,"(0.6115907186597787, 3699)",0.6115907186597787,3699,58629879,19362591
35585,3558,"(0.4912146094365817, 3699)",0.4912146094365817,3699,32850002,19362591
36096,3609,"(0.6129510188765139, 3699)",0.6129510188765139,3699,74317926,19362591
36537,3653,"(0.47702211388465116, 3699)",0.47702211388465116,3699,550106,19362591
37528,3752,"(0.5216233057723046, 3699)",0.5216233057723046,3699,470635,19362591
37698,3769,"(0.5834120262722732, 3699)",0.5834120262722732,3699,46607008,19362591
38352,3835,"(0.3756945625296114, 3699)",0.3756945625296114,3699,73811766,19362591
38777,3877,"(0.6135705441168168, 3699)",0.6135705441168168,3699,45125717,19362591
38898,3889,"(0.6842646104896053, 3699)",0.6842646104896053,3699,74348608,19362591
39364,3936,"(0.12319522167672761, 3699)",0.12319522167672761,3699,51061423,19362591
39741,3974,"(0.20505044735882627, 3699)",0.20505044735882627,3699,10696650,19362591
39893,3989,"(0.29401237912643197, 3699)",0.29401237912643197,3699,14034624,19362591
40516,4051,"(0.46686182944690696, 3699)",0.46686182944690696,3699,16563297,19362591
41161,4116,"(0.3759760540010733, 3699)",0.3759760540010733,3699,74304197,19362591
41352,4135,"(0.2090841141721107, 3699)",0.2090841141721107,3699,71142100,19362591
41405,4140,"(0.21487895853599898, 3699)",0.21487895853599898,3699,3151113,19362591
41413,4141,"(0.2763341820519151, 3699)",0.2763341820519151,3699,29466943,19362591
41559,4155,"(0.6639629611587884, 3699)",0.6639629611587884,3699,45125720,19362591
41882,4188,"(0.2518474781818368, 3699)",0.2518474781818368,3699,43369992,19362591
41937,4193,"(0.21822053991354484, 3699)",0.21822053991354484,3699,12326573,19362591
42598,4259,"(0.6533237052677316, 3699)",0.6533237052677316,3699,46627072,19362591
42962,4296,"(0.38163333227675084, 3699)",0.38163333227675084,3699,25933434,19362591
43095,4309,"(0.18256487575930683, 3699)",0.18256487575930683,3699,47133485,19362591
43279,4327,"(0.5362558120255023, 3699)",0.5362558120255023,3699,894967,19362591
43344,4334,"(0.3962394387424052, 3699)",0.3962394387424052,3699,20357620,19362591
